concept,vec_type,layer,coeff_first,coeff_second,logit_first,logit_second,logit_diff,expected_stronger,is_correct,region_first_tokens,region_second_tokens
Origami,last,29,2.0,14.0,13.375,15.0,-1.625,SECOND,True,"(62, 75)","(75, 88)"
Origami,last,29,14.0,2.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,last,29,1.0,9.0,13.3125,14.9375,-1.625,SECOND,True,"(62, 75)","(75, 88)"
Origami,last,29,9.0,1.0,13.3125,14.75,-1.4375,FIRST,False,"(62, 75)","(75, 88)"
Origami,last,29,8.0,16.0,13.375,15.0625,-1.6875,SECOND,True,"(62, 75)","(75, 88)"
Origami,last,29,16.0,8.0,13.3125,14.875,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Origami,last,31,2.0,4.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,last,31,4.0,2.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,last,31,3.0,7.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,last,31,7.0,3.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,last,31,4.0,8.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,last,31,8.0,4.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,last,31,5.0,10.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,last,31,10.0,5.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,last,31,6.0,12.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,last,31,12.0,6.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,last,31,4.0,16.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,last,31,16.0,4.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,last,31,2.0,14.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,last,31,14.0,2.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,last,31,1.0,9.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,last,31,9.0,1.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,last,31,8.0,16.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,last,31,16.0,8.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,avg,31,2.0,4.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,avg,31,4.0,2.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,avg,31,3.0,7.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,avg,31,7.0,3.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,avg,31,4.0,8.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,avg,31,8.0,4.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,avg,31,5.0,10.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,avg,31,10.0,5.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,avg,31,6.0,12.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,avg,31,12.0,6.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,avg,31,4.0,16.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,avg,31,16.0,4.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,avg,31,2.0,14.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,avg,31,14.0,2.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,avg,31,1.0,9.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,avg,31,9.0,1.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Origami,avg,31,8.0,16.0,13.3125,14.8125,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Origami,avg,31,16.0,8.0,13.3125,14.8125,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,5,2.0,4.0,13.1875,14.5625,-1.375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,5,4.0,2.0,14.3125,16.5,-2.1875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,5,3.0,7.0,14.1875,15.0625,-0.875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,5,7.0,3.0,14.125,16.125,-2.0,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,5,4.0,8.0,14.3125,15.5,-1.1875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,5,8.0,4.0,13.8125,15.375,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,5,5.0,10.0,14.75,15.75,-1.0,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,5,10.0,5.0,13.6875,14.8125,-1.125,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,5,6.0,12.0,14.875,15.5625,-0.6875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,5,12.0,6.0,13.5,14.25,-0.75,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,5,4.0,16.0,15.875,16.0,-0.125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,5,16.0,4.0,13.6875,15.4375,-1.75,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,5,2.0,14.0,16.625,15.4375,1.1875,SECOND,False,"(62, 75)","(75, 88)"
Satellites,last,5,14.0,2.0,14.25,16.75,-2.5,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,5,1.0,9.0,15.875,14.9375,0.9375,SECOND,False,"(62, 75)","(75, 88)"
Satellites,last,5,9.0,1.0,14.625,16.75,-2.125,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,5,8.0,16.0,14.5,15.25,-0.75,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,5,16.0,8.0,13.9375,14.625,-0.6875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,5,2.0,4.0,15.5625,16.25,-0.6875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,5,4.0,2.0,16.75,18.25,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,5,3.0,7.0,18.5,18.25,0.25,SECOND,False,"(62, 75)","(75, 88)"
Satellites,avg,5,7.0,3.0,17.5,19.25,-1.75,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,5,4.0,8.0,18.75,19.625,-0.875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,5,8.0,4.0,17.25,19.0,-1.75,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,5,5.0,10.0,18.25,19.125,-0.875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,5,10.0,5.0,16.25,17.75,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,5,6.0,12.0,17.25,18.125,-0.875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,5,12.0,6.0,15.25,17.0,-1.75,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,5,4.0,16.0,17.625,18.375,-0.75,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,5,16.0,4.0,15.875,17.75,-1.875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,5,2.0,14.0,16.0,15.125,0.875,SECOND,False,"(62, 75)","(75, 88)"
Satellites,avg,5,14.0,2.0,16.75,18.625,-1.875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,5,1.0,9.0,16.5,14.75,1.75,SECOND,False,"(62, 75)","(75, 88)"
Satellites,avg,5,9.0,1.0,15.875,18.125,-2.25,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,5,8.0,16.0,15.5625,16.625,-1.0625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,5,16.0,8.0,14.75,16.25,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,8,2.0,4.0,13.8125,14.75,-0.9375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,8,4.0,2.0,13.75,15.6875,-1.9375,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,8,3.0,7.0,13.9375,14.9375,-1.0,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,8,7.0,3.0,13.75,14.9375,-1.1875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,8,4.0,8.0,13.6875,14.5625,-0.875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,8,8.0,4.0,13.3125,14.0,-0.6875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,8,5.0,10.0,13.625,14.125,-0.5,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,8,10.0,5.0,12.75,12.9375,-0.1875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,8,6.0,12.0,13.4375,13.5625,-0.125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,8,12.0,6.0,12.5,12.3125,0.1875,FIRST,True,"(62, 75)","(75, 88)"
Satellites,avg,8,4.0,16.0,14.3125,14.3125,0.0,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,8,16.0,4.0,12.875,12.8125,0.0625,FIRST,True,"(62, 75)","(75, 88)"
Satellites,avg,8,2.0,14.0,14.1875,14.0,0.1875,SECOND,False,"(62, 75)","(75, 88)"
Satellites,avg,8,14.0,2.0,13.6875,13.75,-0.0625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,8,1.0,9.0,14.1875,14.0625,0.125,SECOND,False,"(62, 75)","(75, 88)"
Satellites,avg,8,9.0,1.0,13.6875,14.625,-0.9375,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,8,8.0,16.0,13.375,12.9375,0.4375,SECOND,False,"(62, 75)","(75, 88)"
Satellites,avg,8,16.0,8.0,12.5,11.875,0.625,FIRST,True,"(62, 75)","(75, 88)"
Satellites,last,8,2.0,4.0,13.125,15.0625,-1.9375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,8,4.0,2.0,13.0625,15.625,-2.5625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,8,3.0,7.0,13.875,15.5625,-1.6875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,8,7.0,3.0,13.0625,16.0,-2.9375,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,8,4.0,8.0,14.3125,16.25,-1.9375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,8,8.0,4.0,12.875,15.9375,-3.0625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,8,5.0,10.0,14.5625,16.75,-2.1875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,8,10.0,5.0,12.4375,15.3125,-2.875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,8,6.0,12.0,14.375,16.5,-2.125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,8,12.0,6.0,12.5625,15.375,-2.8125,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,8,4.0,16.0,15.3125,17.125,-1.8125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,8,16.0,4.0,11.75,15.125,-3.375,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,8,2.0,14.0,15.4375,16.75,-1.3125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,8,14.0,2.0,12.125,15.5,-3.375,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,8,1.0,9.0,14.875,15.75,-0.875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,8,9.0,1.0,12.75,15.5625,-2.8125,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,8,8.0,16.0,13.5625,15.75,-2.1875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,8,16.0,8.0,12.5625,15.0625,-2.5,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,11,2.0,4.0,13.4375,15.0,-1.5625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,11,4.0,2.0,13.3125,15.5,-2.1875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,11,3.0,7.0,13.6875,15.25,-1.5625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,11,7.0,3.0,13.5,15.5,-2.0,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,11,4.0,8.0,13.8125,15.5625,-1.75,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,11,8.0,4.0,13.5,15.4375,-1.9375,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,11,5.0,10.0,13.9375,15.75,-1.8125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,11,10.0,5.0,13.5625,15.5625,-2.0,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,11,6.0,12.0,14.1875,16.125,-1.9375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,11,12.0,6.0,13.75,15.6875,-1.9375,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,11,4.0,16.0,14.4375,16.375,-1.9375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,11,16.0,4.0,13.4375,16.0,-2.5625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,11,2.0,14.0,14.375,15.625,-1.25,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,11,14.0,2.0,13.5625,15.9375,-2.375,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,11,1.0,9.0,13.75,14.6875,-0.9375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,11,9.0,1.0,13.6875,15.5625,-1.875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,11,8.0,16.0,14.6875,16.875,-2.1875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,11,16.0,8.0,13.9375,16.5,-2.5625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,11,2.0,4.0,12.875,14.5625,-1.6875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,11,4.0,2.0,13.1875,14.6875,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,11,3.0,7.0,13.0625,14.875,-1.8125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,11,7.0,3.0,13.375,15.1875,-1.8125,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,11,4.0,8.0,13.3125,15.1875,-1.875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,11,8.0,4.0,13.375,15.5,-2.125,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,11,5.0,10.0,13.625,15.5,-1.875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,11,10.0,5.0,13.375,15.8125,-2.4375,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,11,6.0,12.0,13.625,15.5625,-1.9375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,11,12.0,6.0,13.125,15.875,-2.75,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,11,4.0,16.0,13.5625,15.9375,-2.375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,11,16.0,4.0,12.625,16.0,-3.375,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,11,2.0,14.0,13.25,15.25,-2.0,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,11,14.0,2.0,12.9375,16.125,-3.1875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,11,1.0,9.0,13.0,14.75,-1.75,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,11,9.0,1.0,13.625,15.625,-2.0,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,11,8.0,16.0,13.6875,16.125,-2.4375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,11,16.0,8.0,12.875,16.0,-3.125,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,14,2.0,4.0,13.25,14.5625,-1.3125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,14,4.0,2.0,13.125,14.6875,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,14,3.0,7.0,13.125,14.4375,-1.3125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,14,7.0,3.0,13.125,14.75,-1.625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,14,4.0,8.0,13.0625,14.4375,-1.375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,14,8.0,4.0,13.0625,14.75,-1.6875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,14,5.0,10.0,12.875,14.25,-1.375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,14,10.0,5.0,12.875,14.625,-1.75,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,14,6.0,12.0,12.75,14.1875,-1.4375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,14,12.0,6.0,12.75,14.5,-1.75,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,14,4.0,16.0,12.625,13.875,-1.25,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,14,16.0,4.0,12.625,14.4375,-1.8125,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,14,2.0,14.0,12.8125,13.875,-1.0625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,14,14.0,2.0,12.75,14.6875,-1.9375,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,14,1.0,9.0,13.0,14.25,-1.25,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,14,9.0,1.0,13.0,14.875,-1.875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,14,8.0,16.0,12.625,14.0625,-1.4375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,14,16.0,8.0,12.5,14.1875,-1.6875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,14,2.0,4.0,13.8125,14.5625,-0.75,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,14,4.0,2.0,13.6875,14.8125,-1.125,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,14,3.0,7.0,14.0,14.5625,-0.5625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,14,7.0,3.0,13.875,14.9375,-1.0625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,14,4.0,8.0,14.0625,14.5625,-0.5,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,14,8.0,4.0,13.9375,14.9375,-1.0,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,14,5.0,10.0,14.0,14.625,-0.625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,14,10.0,5.0,14.0,15.0,-1.0,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,14,6.0,12.0,13.9375,14.75,-0.8125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,14,12.0,6.0,14.0,15.125,-1.125,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,14,4.0,16.0,13.9375,14.75,-0.8125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,14,16.0,4.0,13.875,15.0625,-1.1875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,14,2.0,14.0,14.0,14.3125,-0.3125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,14,14.0,2.0,13.8125,14.9375,-1.125,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,14,1.0,9.0,13.9375,14.0,-0.0625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,14,9.0,1.0,13.8125,15.0,-1.1875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,14,8.0,16.0,13.8125,15.0,-1.1875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,14,16.0,8.0,13.875,15.0625,-1.1875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,17,2.0,4.0,13.625,14.6875,-1.0625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,17,4.0,2.0,13.5,14.875,-1.375,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,17,3.0,7.0,13.75,14.5625,-0.8125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,17,7.0,3.0,13.625,15.0,-1.375,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,17,4.0,8.0,13.875,14.625,-0.75,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,17,8.0,4.0,13.75,14.9375,-1.1875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,17,5.0,10.0,13.9375,14.625,-0.6875,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,17,10.0,5.0,13.9375,15.0,-1.0625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,17,6.0,12.0,14.0625,14.6875,-0.625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,17,12.0,6.0,14.0625,15.0,-0.9375,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,17,4.0,16.0,14.0625,14.4375,-0.375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,17,16.0,4.0,14.0625,15.0625,-1.0,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,17,2.0,14.0,14.0,14.3125,-0.3125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,17,14.0,2.0,13.875,15.125,-1.25,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,17,1.0,9.0,13.8125,14.375,-0.5625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,17,9.0,1.0,13.625,15.0,-1.375,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,17,8.0,16.0,14.1875,14.75,-0.5625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,17,16.0,8.0,14.25,14.9375,-0.6875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,17,2.0,4.0,13.375,14.875,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,17,4.0,2.0,13.375,14.875,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,17,3.0,7.0,13.4375,14.875,-1.4375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,17,7.0,3.0,13.4375,15.0625,-1.625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,17,4.0,8.0,13.5,14.9375,-1.4375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,17,8.0,4.0,13.5,15.125,-1.625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,17,5.0,10.0,13.5625,15.0,-1.4375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,17,10.0,5.0,13.5625,15.1875,-1.625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,17,6.0,12.0,13.625,15.0,-1.375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,17,12.0,6.0,13.6875,15.25,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,17,4.0,16.0,13.6875,15.0,-1.3125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,17,16.0,4.0,13.8125,15.4375,-1.625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,17,2.0,14.0,13.5625,14.875,-1.3125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,17,14.0,2.0,13.6875,15.375,-1.6875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,17,1.0,9.0,13.5,14.8125,-1.3125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,17,9.0,1.0,13.5,15.1875,-1.6875,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,17,8.0,16.0,13.75,15.125,-1.375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,17,16.0,8.0,13.9375,15.375,-1.4375,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,20,2.0,4.0,13.375,14.875,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,20,4.0,2.0,13.375,14.875,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,20,3.0,7.0,13.375,15.0,-1.625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,20,7.0,3.0,13.375,14.9375,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,20,4.0,8.0,13.375,15.0,-1.625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,20,8.0,4.0,13.375,14.9375,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,20,5.0,10.0,13.375,15.0,-1.625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,20,10.0,5.0,13.375,15.0,-1.625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,20,6.0,12.0,13.4375,15.0,-1.5625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,20,12.0,6.0,13.375,15.0,-1.625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,20,4.0,16.0,13.4375,14.9375,-1.5,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,20,16.0,4.0,13.4375,15.0,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,20,2.0,14.0,13.375,14.9375,-1.5625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,20,14.0,2.0,13.375,14.9375,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,20,1.0,9.0,13.375,14.9375,-1.5625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,20,9.0,1.0,13.3125,14.875,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,last,20,8.0,16.0,13.375,14.9375,-1.5625,SECOND,True,"(62, 75)","(75, 88)"
Satellites,last,20,16.0,8.0,13.5,15.0625,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,20,2.0,4.0,13.3125,14.75,-1.4375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,20,4.0,2.0,13.25,14.8125,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,20,3.0,7.0,13.3125,14.75,-1.4375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,20,7.0,3.0,13.25,14.8125,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,20,4.0,8.0,13.3125,14.75,-1.4375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,20,8.0,4.0,13.25,14.75,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,20,5.0,10.0,13.25,14.625,-1.375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,20,10.0,5.0,13.1875,14.75,-1.5625,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,20,6.0,12.0,13.25,14.625,-1.375,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,20,12.0,6.0,13.1875,14.6875,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,20,4.0,16.0,13.3125,14.5625,-1.25,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,20,16.0,4.0,13.125,14.625,-1.5,FIRST,False,"(62, 75)","(75, 88)"
Satellites,avg,20,2.0,14.0,13.25,14.5625,-1.3125,SECOND,True,"(62, 75)","(75, 88)"
Satellites,avg,20,14.0,2.0,13.0625,14.75,-1.6875,FIRST,False,"(62, 75)","(75, 88)"
